정류소ID,정류소명,xPos,yPos,wincId
7021015900,대산초등학교앞,128.59538848333332,35.89753641666667,21739
7021016000,산격주공아파트건너,128.59642826666666,35.9006073,20737
7021016100,산격주공아파트앞,128.5962435,35.9003812,21738
7021016300,연암네거리2,128.59737908333332,35.9020133,00224
7021016400,백사벌네거리1,128.58884736666667,35.8994885,00253
7021016500,백사벌네거리2,128.58901353333334,35.8998051,21731
7021016600,무림제지앞1,128.58941335,35.89615431666667,21742
7021016700,북부상수도사업소,128.58949861666667,35.8965632,00251
7021016800,무림제지건너,128.58985548333334,35.89396225,21730
7021016900,침산초등학교후문,128.58680255,35.89293505,00258
7021017000,경상여자고등학교건너,128.58772866666666,35.901090833333335,20763
7021017100,경상여자고등학교앞,128.58736793333333,35.90090898333333,20765
7021017200,침산남영타운건너,128.5851959,35.90092416666667,00297
7021017300,침산남영타운앞,128.5852341,35.90068768333333,00560
7021017400,노원네거리1(오봉새마을금고앞),128.5803498,35.89982345,20766
7021017500,노원네거리2(오봉새마을금고건너),128.58043505,35.899596433333336,20764
7021017600,만평역(서대구고속버스터미널)1,128.55934121666667,35.890209383333335,01040
7021017700,만평역(서대구고속버스터미널)2,128.55937491666666,35.889975783333334,09077
7021017800,트레이더스홀세일클럽비산점건너,128.55626311666666,35.89066183333333,21838
7021017900,트레이더스홀세일클럽비산점앞,128.5556656,35.89048403333334,09076
7021018000,공단역1,128.55405395,35.89165573333333,01038
7031014300,공단역2,128.55369666666667,35.8916,02332
7021018200,대백인터빌건너,128.54827821666666,35.89833415,20731
7041025900,금봉네거리1,128.55200375,35.843326266666665,20957
7041026000,남부초등학교앞2,128.54958838333334,35.84349928333334,20940
7041026100,금봉네거리2,128.55294185,35.84272156666667,20939
7041026200,대구해올고교건너,128.55278318333333,35.83947906666667,20938
7041026300,대구해올고교앞,128.55290015,35.83939648333333,00712
7041026400,청구그린맨션1차건너,128.54954995,35.837299683333335,21140
7041026600,서부정류장역2(1번출구),128.55533026666666,35.83709163333333,21794
7041026700,서부정류장1,128.55641548333332,35.83755851666667,02138
7051000800,서부정류장(관문시장건너),128.55614755,35.83597341666667,00571
7051000900,서부정류장(관문시장앞),128.55663181666668,35.8362732,02142
7041026900,한영한마음아동병원건너,128.55483825,35.83412823333333,00572
7051001000,한영한마음아동병원앞,128.55578235,35.834842183333336,20029
7041027100,송현제림타운앞,128.55045021666666,35.83386048333333,21789
7041027200,송현역(4번출구),128.55294243333333,35.83258561666667,21795
7041027300,송현역(3번출구),128.55279631666667,35.832124533333335,05210
7041027400,송현역(1번출구),128.55103838333332,35.8304179,21796
7041027500,송현역(2번출구),128.5503295,35.829180283333336,05261
7041027600,송현1동치안센터건너,128.5492785,35.82834765,09120
